Date,Close,High,Low,Open,Volume,Daily_Return,MA_50,MA_200
2024-07-16,233.01785278320312,234.4567215545301,230.54695713829173,233.19646408342908,43234300,0.001791817023429454,,
2024-07-17,227.12344360351562,229.6836449661141,224.9006292447048,227.6890612108438,57345900,-0.025295955263872405,,
2024-07-18,222.45948791503906,228.67145424701283,220.56415801938329,228.51267855827928,66034600,-0.020534893335882654,,
2024-07-19,222.58848571777344,225.05938116686082,221.5663918696606,223.09458131167176,49151500,0.0005798709865934004,,
2024-07-22,222.24118041992188,226.03185518490554,221.37784711424985,225.2677604657143,48201800,-0.00156030217255676,,
2024-07-23,223.2831268310547,225.19832267550643,220.97100689389265,222.64803919770813,39960300,0.0046883588773425355,206.16988037109374,
2024-07-24,216.86276245117188,223.07472846403482,215.4635952984219,222.2808652028311,61777600,-0.028754364340036864,206.87423278808595,
2024-07-25,215.8208465576172,219.15506035064124,212.97286249707204,217.24978234747041,51391200,-0.0048044942422481585,207.493642578125,
2024-07-26,216.2872314453125,217.80548795978973,214.35218497553956,217.02154248476683,41601300,0.0021609816434984275,208.09955657958983,
2024-07-29,216.56509399414062,217.61695646267233,214.0941983741811,215.29491873308154,36311800,0.0012846923369971286,208.66557891845704,
2024-07-30,217.1208038330078,218.63906050664175,214.4613638470993,217.50781013919521,41643800,0.002566017582142033,209.24033416748046,
2024-07-31,220.3756103515625,222.10226187087767,218.93674165630796,219.7405227481965,50036300,0.014990763027286969,209.8795901489258,
2024-08-01,216.68417358398438,222.7572001483694,215.35446119036925,222.64804374939,62501000,-0.016750659302493642,210.4217971801758,
2024-08-02,218.1726531982422,223.86860618805187,216.0391597412521,217.46809553371503,105568600,0.006869350860462697,210.9677749633789,
2024-08-05,207.6639404296875,211.8614726265992,194.4957781490091,197.562059997048,119548600,-0.04816695683214689,211.33235595703124,
2024-08-06,205.6395721435547,208.3783997216886,199.52685967053256,203.72439154098564,69660500,-0.00974828986652232,211.7362319946289,
2024-08-07,208.20973205566406,212.0004073803907,204.8060479069825,205.31212843272615,63516400,0.01249837220199601,212.12998748779296,
2024-08-08,211.67291259765625,212.5560815310077,207.22729938249148,211.47445056104476,47161100,0.01663313480979034,212.5928076171875,
2024-08-09,214.5804443359375,215.11629337558463,210.3432107490655,210.47221789303094,42201600,0.013735965091612012,213.10782501220703,
2024-08-12,216.11038208007812,218.07745621052726,214.19298467780987,214.65991863613397,38028100,0.007129902954928324,213.63359466552734,
2024-08-13,219.82598876953125,220.44193777769505,217.58072790378117,217.58072790378117,44155300,0.017193096665186314,214.21462341308595,
2024-08-14,220.27304077148438,221.5744891931242,218.2662191901357,219.13055181670978,41960600,0.0020336631007802364,214.76926635742188,
2024-08-15,223.25347900390625,223.8793724762866,221.30626328939533,223.13426697458056,46414000,0.013530653692268357,215.37716735839842,
2024-08-16,224.57481384277344,225.34972239527664,222.19046700804645,222.4587092482856,44340200,0.005918540865578414,215.98132843017578,
2024-08-19,224.41583251953125,224.51518597934856,221.58442566604344,224.2469437652095,40687800,-0.0007079214294862801,216.60989685058593,
2024-08-20,225.03179931640625,225.68749582093912,223.97871925960482,224.2966382287883,30299000,0.002744756419186256,217.2029537963867,
2024-08-21,224.9224853515625,226.4921759358446,223.58130467937312,225.04171252806572,34765500,-0.0004857711895643879,217.86864624023437,
2024-08-22,223.06471252441406,226.84984597984075,222.43881906323927,226.30343225653021,43695300,-0.008259613636425356,218.2187365722656,
2024-08-23,225.359619140625,226.7306179936649,222.8660050723941,224.18732719786422,38677300,0.01028807555547262,218.49723358154296,
2024-08-26,225.6974334716797,225.79678694303573,222.4289104293405,225.28017617856477,30602200,0.0014990011624216315,218.75926635742186,
2024-08-27,226.54188537597656,227.35654136968387,223.4223774795666,224.52513427640764,35934600,0.0037415219628664786,219.0729202270508,
2024-08-28,225.0119171142578,228.35991942602843,224.20719049274723,226.43257756563742,38052200,-0.006753577861239979,219.2730160522461,
2024-08-29,228.29039001464844,231.3999685703833,227.38634017099784,228.59837969678284,51906300,0.014570218957451253,219.58591583251953,
2024-08-30,227.50552368164062,228.89638108151303,225.9954391052015,228.68776005113654,52990800,-0.003438017399494786,219.97461059570313,
2024-09-03,221.31619262695312,227.50553099413642,219.7266282681139,227.05847075546578,50190600,-0.027205190250011335,220.28298248291014,
2024-09-04,219.40875244140625,220.33267604173963,216.0607345474831,220.21346400536402,43840200,-0.008618620096912721,220.54030517578124,
2024-09-05,220.92874145507812,224.00850159902006,220.07435325324454,220.1836359939166,36615400,0.006927658977860407,220.80957092285155,
2024-09-06,219.37890625,223.77005891628232,218.3357556594125,222.48846914066658,48423000,-0.007015090906102195,220.96488159179688,
2024-09-09,219.4683380126953,219.82598924771256,215.2957503769675,219.37892899374344,67180000,0.00040765889585303583,221.10511108398438,
2024-09-10,218.67355346679688,220.03460793809228,215.31560663834654,217.49131703149231,51591000,-0.0036214086874456486,221.2985110473633,
2024-09-11,221.20692443847656,221.63411098197892,216.4680492147489,220.01475867053273,44587100,0.011585173110859825,221.42091918945312,
2024-09-12,221.31619262695312,222.09110108310472,218.38544755210194,221.04795042006705,37455600,0.000493963689219612,221.4756527709961,
2024-09-13,221.04794311523438,222.57788625371046,220.461797151476,222.12089674811224,36766600,-0.0012120645513313821,221.4996176147461,
2024-09-16,214.90830993652344,215.80243050187988,212.52396316355507,215.12686027714844,59357400,-0.02777512014898187,221.30572509765625,
2024-09-17,215.37521362304688,215.48449636527135,213.10016491936787,214.34200737227792,45519300,0.0021725715802303203,221.09179748535155,
2024-09-18,219.24978637695312,221.25660816461058,216.12033408306178,216.13027852526886,59894900,0.01798987306258737,220.9382940673828,
2024-09-19,227.3763885498047,228.32020097310811,223.16406850984052,223.52171975466862,66781300,0.037065496423698274,220.8619827270508,
2024-09-20,226.71075439453125,231.56884144729943,226.1345376792504,228.46920754640476,318679900,-0.0029274550427984547,220.8797280883789,
2024-09-23,224.99203491210938,227.95258288382507,224.336338501163,225.8563523524968,54146000,-0.007581111390202899,220.8041552734375,
2024-09-24,225.88616943359375,227.85325878901892,224.25687274556688,227.15781488965328,43556100,0.003974071890294528,220.66985717773437,
2024-09-25,224.8927001953125,225.80669443859438,222.55804543582803,223.462095237407,42308700,-0.004398096797038842,220.50735412597658,
2024-09-26,226.03518676757812,227.00878694842402,223.93895622483703,225.81662129607273,36636700,0.005080140757229623,220.48558898925782,
2024-09-27,226.3034210205078,228.02214184296878,225.8166284941723,226.9690618971705,34026000,0.001186692464857364,220.5624676513672,
2024-09-30,231.47943115234375,231.47943115234375,228.1512873446241,228.5387415800987,54541900,0.02287199242722404,220.7402865600586,
2024-10-01,224.73374938964844,228.15128705136544,222.2798675150603,228.02214574584622,63285000,-0.02914160333431859,220.79013793945313,
2024-10-02,225.30001831054688,225.8861642954019,221.56456176324298,224.41582711263038,32880600,0.0025197324497827633,220.83047576904298,
2024-10-03,224.197265625,225.3298253274289,221.8626109260752,223.67072564154154,34044200,-0.004894596519858574,220.97716583251952,
2024-10-04,225.3199005126953,226.5120662505933,222.66732681912907,226.41271278943105,37245100,0.00500735316537293,221.1671469116211,
2024-10-07,220.2432403564453,224.21713611955545,219.885589131397,223.0348997045567,39505400,-0.022530900043442714,221.24626708984374,
2024-10-08,224.29664611816406,224.5052671847193,221.79308720502203,222.83623801543217,31855700,0.018404223235903405,221.40089813232422,
2024-10-09,228.0419921875,228.25062837641602,223.3627386107029,223.76012210676075,33591100,0.016698181333316908,221.61932189941408,
2024-10-10,227.54525756835938,228.00226223679437,225.68746620848788,226.2934858996686,28183500,-0.002178259426589335,221.76271484375,
2024-10-11,226.06500244140625,227.91286461183438,225.85636623992795,227.80358186995707,31759200,-0.0065053218105783905,221.95033142089844,
2024-10-14,229.79052734375,230.21771386522883,227.1081507143634,227.20748901369805,39882100,0.016479883494170622,222.18268890380858,
2024-10-15,232.32388305664062,235.9401275315396,230.853530735341,232.08544385770335,64751400,0.011024630745987585,222.67588775634766,
2024-10-16,230.2674102783203,230.60518781150915,228.3400682278028,230.08859222870646,34082200,-0.008851749339171211,223.16844451904296,
2024-10-17,230.63497924804688,232.3238971476739,229.0156269629083,231.9066247344228,32993800,0.0015962700465614876,223.61694946289063,
2024-10-18,233.46636962890625,234.6386615701971,232.4828249974097,234.6386615701971,46431500,0.012276500252003109,224.05281860351562,
2024-10-21,234.9366912841797,235.30428691612863,232.91994058587363,232.91994058587363,36254500,0.0062977878039158774,224.45994354248046,
2024-10-22,234.32077026367188,234.67842149785605,231.0820505913223,232.36362533760988,38846600,-0.002621646781271747,224.82415130615234,
2024-10-23,229.25404357910156,233.60546433739609,226.27362172475395,232.55238437433343,52287000,-0.02162303699697188,225.01271240234374,
2024-10-24,229.06529235839844,229.31366084202813,226.91938502162782,228.4791312160334,31109500,-0.0008233277710454345,225.18855743408204,
2024-10-25,229.89981079101562,231.69799621804017,228.07182235817814,228.2407111108546,38802300,0.0036431465632580373,225.3214840698242,
2024-10-28,231.8768310546875,233.1981533252385,231.03238723011694,231.79736647290133,36087100,0.008599486258251243,225.4675244140625,
2024-10-29,232.14508056640625,232.80077708078602,230.8038996879506,231.57880823795904,35417200,0.00115686207413912,225.622109375,
2024-10-30,228.59835815429688,231.94636045913163,228.05194445904854,231.09197226998216,47070900,-0.015278042521753243,225.69344055175782,
2024-10-31,224.4357147216797,228.33013097812315,223.89923027313517,227.84332326136388,64370100,-0.018209419639871327,225.68370513916017,
2024-11-01,221.4552764892578,223.87935529424118,218.83250593091054,219.5279346472888,65276700,-0.013279696754671555,225.65151641845702,
2024-11-04,220.56114196777344,221.33605042122997,218.2761640538016,219.54780947276666,44944500,-0.004037539929773293,225.555546875,
2024-11-05,221.99176025390625,222.48849724939907,219.69683776020295,220.3525342324639,28111300,0.0064862662269939975,225.48143341064454,
2024-11-06,221.26649475097656,224.59463817705685,219.7464809892452,221.15721202226086,54561100,-0.003267082985873637,225.37592559814453,
2024-11-07,225.99545288085938,226.39285156162418,223.10445516924474,223.16406118155706,42137700,0.021372228701887375,225.39559631347657,
2024-11-08,225.7269287109375,227.4176895436531,225.17991383614745,225.9357792784742,38328800,-0.0011881839501586278,225.34432708740235,
2024-11-11,223.01174926757812,224.47376393957063,220.29658566640109,223.77757009002366,42005600,-0.012028602253461695,225.2544515991211,
2024-11-12,223.01174926757812,224.36436096493557,222.14648085284745,223.33001798502116,40398300,0.0,225.2883627319336,
2024-11-13,223.89691162109375,225.4185978724207,221.54973296285615,222.79294167641658,48566200,0.003969128785468401,225.37812591552733,
2024-11-14,226.98007202148438,227.62653447284012,223.77756520755418,223.7974607959322,44923900,0.013770446309721018,225.49915252685548,
2024-11-15,223.77757263183594,225.68713943052106,223.0515429787679,225.16996034674554,47923700,-0.014109165448433325,225.5871258544922,
2024-11-18,226.78115844726562,228.49181480220403,223.94663659117114,224.02620376766677,44633700,0.013422193207767386,225.7333822631836,
2024-11-19,227.0397491455078,228.90953992555222,225.4285554930197,225.74680903538962,36211800,0.0011402653554322129,225.9007061767578,
2024-11-20,227.75582885742188,228.68076882556113,224.66272507245372,226.82093350733243,35169600,0.003153983893168899,226.03168426513673,
2024-11-21,227.27845764160156,228.90954693288327,224.48372676835862,227.63650237265796,42108300,-0.002095978040233426,226.1509295654297,
2024-11-22,228.62112426757812,229.46651233539,226.82096032466632,226.82096032466632,38168300,0.005907584202695659,226.30239318847657,
2024-11-25,231.60479736328125,231.982737654973,228.4918131754458,230.2024695182051,90152800,0.013050732320828873,226.63632293701173,
2024-11-26,233.7829132080078,234.29015208323423,232.06231657216094,232.06231657216094,45986200,0.009404450467017211,227.00447692871094,
2024-11-27,233.6536102294922,234.40949083683986,232.53970008294309,233.19611792325418,33498400,-0.0005530899446042348,227.2925534057617,
2024-11-29,236.04055786132812,236.51794571126388,232.69881256000565,233.53424509136474,28481400,0.010215753266091143,227.4658367919922,
2024-12-02,238.28826904296875,239.48174623326935,235.8714788708015,235.98088183183904,48137100,0.0095225634187881,227.69738708496095,
2024-12-03,241.3316650390625,241.44106801091166,237.60203896586935,238.5070985351772,38861000,0.012771908614372274,228.0241796875,
2024-12-04,241.68971252441406,242.78374225546824,239.9392801306149,241.55047375645148,44383900,0.0014836324329574602,228.3402505493164,
2024-12-05,241.7195281982422,243.21137852046672,240.8144838697662,242.66437887636008,40033900,0.00012336343784236092,228.676787109375,
2024-12-06,241.5206298828125,243.30091318780651,240.76476447856876,241.59025685240857,36870600,-0.0008228475246176981,228.9864959716797,
2024-12-09,245.40940856933594,245.89675186527563,240.43657354260168,240.516140724136,44649200,0.016101227826419207,229.36861572265624,
2024-12-10,246.4238739013672,246.861485816723,244.0070681600661,245.54865007065558,36914800,0.004133767070892969,229.66750457763672,
2024-12-11,245.1508331298828,249.43741460876686,244.92207178593077,246.61284788068906,45205800,-0.005166061028623825,230.0758462524414,
2024-12-12,246.6128387451172,247.3885997871069,244.34521203481492,245.54864477609476,32777500,0.00596369833448529,230.50210266113282,
2024-12-13,246.7819061279297,247.9355922748061,244.90217516923994,246.47359279661413,33155300,0.000685557912040613,230.9537954711914,
2024-12-16,249.67608642578125,250.01425073054844,246.3045049916291,246.6426692963963,51694800,0.011727684347941025,231.44091918945313,
2024-12-17,252.1028289794922,252.45093348613432,248.42293425963442,248.72130738305802,51356400,0.009719563408938203,232.07811096191406,
2024-12-18,246.70233154296875,252.89847930582897,246.39401822090946,250.79000225751088,56774100,-0.021421804183572868,232.52622467041016,
2024-12-19,248.43289184570312,250.63089166027345,245.74756389880645,246.15534002348284,60882300,0.0070147707640653145,232.93404266357422,
2024-12-20,253.10736083984375,253.6145845456153,244.35516822034685,246.69239156062656,147495300,0.018815821686944068,233.4452847290039,
2024-12-23,253.8831329345703,254.2610580907384,252.07301363460223,253.38584941381717,40858800,0.0030649922315670874,234.0016473388672,
2024-12-24,256.7972106933594,256.80713572411884,253.90300191480816,254.10192745486222,23234700,0.011478028197879686,234.54178100585938,
2024-12-26,257.61273193359375,258.6868812844183,256.23029959445824,256.78725468311694,27237100,0.0031757402583636463,235.04755798339843,
2024-12-27,254.2013702392578,257.29448932345014,251.68511699924173,256.42919055718573,42355300,-0.01324220922130237,235.5262371826172,
2024-12-30,250.82980346679688,252.122743648892,249.38768429964367,250.8596392638085,35557500,-0.013263369781553735,235.9301336669922,
2024-12-31,249.0594482421875,251.90391026277229,248.07482152033188,251.06847768562102,39480700,-0.0070579939071862,236.24199523925782,
2025-01-02,242.52516174316406,247.74663833648884,240.50619200781614,247.57754859678104,55740700,-0.02623585069806078,236.3937646484375,
2025-01-03,242.03782653808594,242.85336358935695,240.5758118291158,242.03782653808594,40244100,-0.0020094212145881363,236.54810577392578,
2025-01-06,243.66891479492188,245.98625772407811,241.87869116125097,242.98266113735735,45045600,0.006738980762493574,236.83640319824218,
2025-01-07,240.89407348632812,244.215923537777,240.0387452815234,241.6598791297847,40856000,-0.011387752561417774,237.07297882080078,
2025-01-08,241.38140869140625,242.38593107741448,238.74581220273618,240.6056476428208,37628900,0.002023026959630858,237.3026107788086,
2025-01-10,235.56321716308594,238.85523174451487,231.73412786407496,238.70603757812466,61710900,-0.024103726794297398,237.37633850097657,
2025-01-13,233.12649536132812,233.39503269669683,228.47192915300568,232.2612269401141,49630700,-0.010344237233229858,237.395966796875,
2025-01-14,232.01258850097656,234.8371551382162,231.20699165927476,233.47460320476435,39435300,-0.004778122103303195,237.4642514038086,
2025-01-15,236.57763671875,237.66172623332486,233.15632396556444,233.36518970349533,39832000,0.019675864345413352,237.70708984375,
2025-01-16,227.0198516845703,236.7168796666606,226.79110553013876,236.06047699847062,71759100,-0.040400205052104066,237.81838134765624,
2025-01-17,228.7305145263672,231.0279618693864,227.2386640256131,230.85888730040747,68488300,0.007535300675703516,237.9817687988281,
2025-01-21,221.4303741455078,223.20070201452856,218.18809151282764,222.78298573737737,98070400,-0.03191590066579353,237.97054107666017,
2025-01-22,222.61392211914062,222.90233985709415,218.59586314481808,218.59586314481808,64126500,0.005345011849436032,237.99748962402344,
2025-01-23,222.44485473632812,225.7965406078772,221.09224303438072,223.51898889751178,60234800,-0.0007594645528145039,237.92647766113282,
2025-01-24,221.56964111328125,224.40416321125562,220.207089142254,223.5587751677507,54697900,-0.0039345195198347005,237.84333190917968,
2025-01-27,228.6111602783203,230.88871192185238,222.76310174211312,222.80289291870474,94863400,0.03178016234380676,237.95532012939452,
2025-01-28,236.9655303955078,238.88505261672515,229.5560092044273,229.59580038333414,75707600,0.03654401695445042,238.23439575195312,
2025-01-29,238.05955505371094,238.55683854812662,232.73861559310797,232.84801856891494,45486100,0.004616809273387368,238.51764862060546,
2025-01-30,236.29916381835938,239.48177510143526,235.9212386876704,237.37329797187644,55658300,-0.007394751430810587,238.70403045654297,
2025-01-31,234.7178192138672,245.84702671405668,232.17173004375724,245.84702671405668,100959800,-0.006692129497790966,238.9228353881836,
2025-02-03,226.77120971679688,230.5704628324937,224.47376244068877,228.7404632470789,73063300,-0.03385601282291062,238.92263641357422,
2025-02-04,231.53518676757812,231.8633956790269,225.4185909783935,226.01533721300711,45067300,0.021007856582547335,239.01254516601563,
2025-02-05,231.2069854736328,231.4058958330951,227.0298072213747,227.2883891710869,39620300,-0.0014175007199868084,239.08156829833985,
2025-02-06,231.95291137695312,232.5297620441898,229.17806101517482,230.03338922164468,29925300,0.0032262256341100137,239.17505737304688,
2025-02-07,226.39328002929688,232.72866665415378,226.0252799376335,231.33627899238985,39707200,-0.023968793125519916,239.13050048828126,
2025-02-10,226.66209411621094,229.58933825388894,226.21404995469493,228.57377553913867,33115600,0.0011873766168293276,239.03164642333985,
2025-02-11,231.6105499267578,234.20922454356437,227.1400438259152,227.2097321635687,53718400,0.02183186310812868,238.98819915771483,
2025-02-12,235.8420867919922,235.9317077791751,229.67894615315132,230.19669384296432,45243300,0.018270052320900287,239.03196868896484,
2025-02-13,240.4818878173828,241.28837041996871,234.54775953627293,235.88194100703416,53614100,0.019673337734171348,239.12079528808593,
2025-02-14,243.53855895996094,244.484433375407,239.94422402720738,240.2030902821229,40896200,0.012710608563166748,239.22580108642578,
2025-02-18,243.40911865234375,244.11602908498713,240.7905267294893,243.0905000064508,48822500,-0.0005314982077990749,239.2673501586914,
2025-02-19,243.80738830566406,244.94244069837237,242.10481731288857,243.59830810290342,32204200,0.0016362150092212868,239.3097036743164,
2025-02-20,244.76321411132812,245.70908851524857,243.2298884862767,243.87707690453925,32316900,0.003920413619564744,239.37057739257813,
2025-02-21,244.48443603515625,247.61080936192474,244.15586625078134,244.88269415360097,53197400,-0.0011389704828973501,239.429853515625,
2025-02-24,246.0277099609375,247.7800669312537,243.3593319822528,243.86711335623195,51326400,0.006312360618159429,239.44221954345704,
2025-02-25,245.9679718017578,248.91513366913293,243.84722519384715,246.92381259977986,48013300,-0.000242810694735085,239.43310150146485,
2025-02-26,239.3169403076172,243.91688660847365,238.09228223905913,243.26971340939616,44433600,-0.027040233919158996,239.31642364501954,
2025-02-27,236.27023315429688,241.4078448384303,236.0312691715791,238.3710773588995,41153600,-0.012730846171625343,239.10957153320314,224.15300758361818
2025-02-28,240.79054260253906,241.03945773883657,229.20105446423008,235.9217631442628,56833400,0.019131946449175263,238.98974426269533,224.44873458862304
2025-03-03,236.9970703125,242.97103338088397,235.08540395372597,240.7407483660274,47184000,-0.015754241213288722,238.7361639404297,224.70946815490723
2025-03-04,234.9061737060547,239.02822274747484,233.6615980851158,236.6784633674393,53798100,-0.008822457609658607,238.39223083496094,224.95404136657714
2025-03-05,234.71701049804688,235.5234930679701,228.235250954078,234.39839184729655,47227600,-0.0008052713346075047,238.1525244140625,225.18630653381348
2025-03-06,234.3087921142578,236.82781201573715,232.1482106078643,233.42265485870865,45170400,-0.001739193861249655,237.8700424194336,225.41593528747558
2025-03-07,238.03256225585938,240.32256924437755,233.74125275300776,234.08974000390756,46273600,0.015892575383111174,237.5685464477539,225.6640340423584
2025-03-10,226.4928436279297,235.13518456664028,223.24699590534985,234.5178647329352,72071200,-0.04847957993043717,237.0207406616211,225.84862915039062
2025-03-11,219.8816680908203,224.85997074742775,216.5063794973434,222.83878108425105,76137400,-0.029189335217892576,236.28242980957032,225.9936686706543
2025-03-12,216.0384063720703,220.78771110845915,213.9773970817033,219.18469713036333,62547500,-0.017478772796841624,235.45094329833984,226.1266862487793
2025-03-13,208.7700958251953,215.89902897504837,207.51556900756947,215.01289169752292,61368300,-0.03364360378754694,234.5423178100586,226.24330787658693
2025-03-14,212.56356811523438,213.0215634427817,208.67053186821337,210.33328309966757,60107600,0.018170573113188482,233.77699310302734,226.3635159301758
2025-03-17,213.07135009765625,214.28605714072168,209.0588394397278,212.3843419118567,48073400,0.002388847660604654,233.0572311401367,226.4862131500244
2025-03-18,211.7670135498047,214.21632963340127,210.57222410469132,213.23063555765447,42432400,-0.006121595171071803,232.44206817626954,226.60090034484864
2025-03-19,214.3059539794922,217.81066771448715,212.82241448637808,213.29037609854922,54385400,0.011989310266635966,231.88743072509766,226.72332061767577
2025-03-20,213.17091369628906,216.5462020975973,211.29906714235267,213.0613904363763,48862900,-0.00529635440418863,231.277470703125,226.83530242919923
2025-03-21,217.3227996826172,217.89031821027265,210.3631280198309,210.64191171632342,94127800,0.019476794063206126,230.8060452270508,226.95921195983885
2025-03-24,219.7721405029297,220.5188858867363,217.63147647971348,220.04097309502072,44299500,0.01127051935595147,230.37385986328124,227.09378051757812
2025-03-25,222.77903747558594,223.12752472855482,219.1249652538438,219.81197343150768,34493600,0.013681884181385495,230.11817626953126,227.23584190368652
2025-03-26,220.5686492919922,224.04350959032922,219.51325168877747,222.54005264880033,34466100,-0.009921885867901659,229.86701934814454,227.37374809265137
2025-03-27,222.8785858154297,224.0136380596445,219.60285460337076,220.42925455550719,37094800,0.010472642104180307,229.68433929443358,227.51124626159668
2025-03-28,216.9544219970703,222.8387793372666,216.73537546649092,220.7080664246457,39818600,-0.026580228857272514,229.291875,227.63782905578614
2025-03-31,221.1660614013672,224.6409066608951,215.29165561007284,216.0682695484103,65299300,0.019412553869742055,229.17479919433595,227.7158583831787
2025-04-01,222.22146606445312,222.70932997882656,217.95007407622174,218.85612876373423,36412700,0.004772000986040137,229.04461822509765,227.7697918701172
2025-04-02,222.91842651367188,224.21278818927524,220.06088576879955,220.3595869543347,35905900,0.003136332693514765,229.07437927246093,227.82140502929687
2025-04-03,202.30825805664062,206.58960121618028,200.37667426890133,204.64805110026137,103419000,-0.09245610055374764,228.66826599121094,227.77865036010743
2025-04-04,187.56253051757812,199.01262630823254,186.52703508606032,193.0486144227304,125910900,-0.07288742279088833,227.97061950683593,227.64142738342287
2025-04-07,180.6725616455078,193.30748067285785,173.86223225537526,176.43103817745248,160466300,-0.03673424992218577,227.15267791748047,227.4815631866455
2025-04-08,171.67178344726562,189.5140179775097,168.47572171547168,185.88981432593783,120859500,-0.04981818000622773,226.01389038085938,227.29956817626953
2025-04-09,197.98709106445312,199.7394480269994,171.14407803694525,171.20381523449285,184395900,0.1532884850891707,225.23432159423828,227.26001564025879
